id,name,price,description,image,active,category_id,label,created_at,updated_at,status,is_delete
3a002470-7653-4ac8-a23d-35a1e9e5a05a,"Quà tặng ",0,"Quà tặng cho học viên, event,....",https://ucarecdn.com/52593b6d-46a6-4526-9dc5-a450d6e5dd01/-/preview/-/format/webp/-/quality/smart/-/progressive/yes/,true,f28fc513-a4dd-46c1-adc3-8e2b572f151d,product,2023-11-16 11:25:00.356+07,2023-11-16 11:25:00.356+07,active,false
14b01a68-aaa3-4f51-83c4-d11bb8733b1c,Tranexamic acid (Lọ),1200000," Tranexamic acid (Lọ)",https://ucarecdn.com/3c435a5c-b32e-4ba8-8956-e8deca45e112/-/preview/-/format/webp/-/quality/smart/-/progressive/yes/,true,f28fc513-a4dd-46c1-adc3-8e2b572f151d,product,2023-07-22 23:02:03.835843+07,2023-07-22 23:02:03.835843+07,active,false
9261b029-cfdd-4806-aa0a-274f158b7445,Bắn IPL mặt,600000,Bắn IPL mặt,https://ucarecdn.com/f879a958-94e2-4ca1-bc9b-1c3e0ad80712/-/preview/-/format/webp/-/quality/smart/-/progressive/yes/,true,db0ecfd1-b203-4526-989d-40cd3cfa4ff8,service,2023-08-22 15:43:21.988756+07,2023-08-22 15:43:21.988756+07,active,false
f3419e75-de0e-41ac-b817-59632ffb9323,Combo mao mạch,35000000,"Combo mao mạch ",https://ucarecdn.com/ad0ca1e7-3276-4699-a7c2-a23fca047803/-/preview/-/format/webp/-/quality/smart/-/progressive/yes/,true,88d53b62-16e5-49d6-a194-758ec900199f,service,2023-05-11 23:34:30.218+07,2023-05-11 23:34:30.218+07,active,false
a3c19046-837f-4a41-a628-c32b26f8f58f,Ngải cứu xông mặt,200000,Ngải cứu xông mặt,https://ucarecdn.com/18313af3-c490-4b12-a1c4-2eacab1879e1/-/preview/-/format/webp/-/quality/smart/-/progressive/yes/,true,f28fc513-a4dd-46c1-adc3-8e2b572f151d,product,2023-11-17 08:50:43.788+07,2023-11-17 08:50:43.788+07,active,false
9bd45828-ffa5-404f-8306-63d78e754ab5,CM dưới,4200000,,https://storageaura.blob.core.windows.net/blobauragroupstorage/azure129_mi_1.jpg,true,b27b8f4f-3f70-4257-9e4c-fb38f3cb7dee,service,2024-03-08 23:33:53.905+07,2024-03-08 23:33:53.905+07,active,false
cc987c83-b2d6-4238-9574-e32b784fb857,Slim xám (viên),30000,Slim xám (viên),https://ucarecdn.com/65e8d442-3e7d-465a-9154-e7b41c8f6f37/-/preview/-/format/webp/-/quality/smart/-/progressive/yes/,true,f28fc513-a4dd-46c1-adc3-8e2b572f151d,product,2023-08-24 08:24:12.614758+07,2023-08-24 08:24:12.614758+07,active,false
d46b6deb-b002-4fea-9a06-07d1a0098219,Phun mí Eyeliner,1200000,,https://ghukjxfokoeacobbajae.supabase.co/storage/v1/object/public/services/3f5ga5e584241c81ge02.jpg,true,b27b8f4f-3f70-4257-9e4c-fb38f3cb7dee,service,2022-11-23 13:54:44.277+07,2022-11-23 13:54:44.277+07,active,false
3762a278-883e-4c1c-8ea0-e47ec5ea026c,Nâng ngực Motiva,5000000,,https://ucarecdn.com/2eb72f41-66e5-4559-8854-5f1bbe006d81/-/preview/-/format/webp/-/quality/smart/-/progressive/yes/,true,f3db9353-3f56-44f4-9001-6a12002d3b0a,service,2023-11-17 18:26:10.145+07,2023-11-17 18:26:10.145+07,active,false
a802c934-9a94-4fea-a492-012086dfd7f9,Quà tặng,0,,https://ucarecdn.com/920014e2-f186-4aa8-b7d8-e4f58af50996/-/preview/-/format/webp/-/quality/smart/-/progressive/yes/,true,f28fc513-a4dd-46c1-adc3-8e2b572f151d,product,2023-11-18 10:52:54.471+07,2023-11-18 10:52:54.471+07,active,true
